username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
chpasswd,2012-12-15 10:43,0,0,"¿Quién es Adam Lanza , el sospechoso de la masacre en Connecticut? http:// go.f4all.org/2f2Qhl #F4All #Telecomix",,,#F4All #Telecomix,280020219471228928,https://twitter.com/chpasswd/status/280020219471228928
JPtanman,2012-12-17 14:44,0,0,Call @wbcbecky at HOME to tell her how you feel about protesting the funerals of kids! 785-272-7741 #WBC #SandyHook #anonymous,,@wbcbecky,#WBC #SandyHook #anonymous,280805632054001664,https://twitter.com/JPtanman/status/280805632054001664
Fallout911,2012-12-20 07:25,0,0,Adam Lanza 's Motive: Did Fear Of Being Committed Lead To Sandy Hook Elementary Shooting? (UPDATE) http://www. huffingtonpost.com/2012/12/19/ada m-lanza-motive_n_2329508.html … via @huffingtonpost,,@huffingtonpost,,281782417054896128,https://twitter.com/Fallout911/status/281782417054896128
kungfumeazy,2012-12-20 08:06,0,0,Thus fucking mental health client really just said he wanted to shoot me. #adamlanza I straight flipped. #thisshitisserious now a days,,,#adamlanza #thisshitisserious,281792745998282752,https://twitter.com/kungfumeazy/status/281792745998282752
emeliestyless,2012-12-14 23:01,0,0,#prayfornewton,,,#prayfornewton,279843704238395393,https://twitter.com/emeliestyless/status/279843704238395393
femetrepeneurN,2012-12-17 11:24,0,0,#PrayForNewton #Connecticut #Schoolshooting #Newtown please share #prayers #children pic.twitter.com/mnK4xrW,,,#PrayForNewton #Connecticut #Schoolshooting #Newtown #prayers #children,280755370450890752,https://twitter.com/femetrepeneurN/status/280755370450890752
rindy21,2012-12-19 03:54,0,0,@Teamvic = A Real Man! #respect #sandyhook,,@Teamvic,#respect #sandyhook,281366916008902658,https://twitter.com/rindy21/status/281366916008902658
womensayXstitch,2012-12-14 13:36,0,0,Struggling with my reaction to #CTshooting in #Sandyhook . Canadians/Americans alike must devise #guncontrol solution to spare our children.,,,#CTshooting #Sandyhook #guncontrol,279701352710565888,https://twitter.com/womensayXstitch/status/279701352710565888
cdblack4,2012-12-17 16:37,0,0,Great explanation of what are society is today... #whereisgod #prayfornewton http:// youtu.be/kADRKaliTII,,,#whereisgod #prayfornewton,280834133830287360,https://twitter.com/cdblack4/status/280834133830287360
Celine_Kiernan,2012-12-16 04:32,1,0,By circulating SandyHook glurge & misinformation you're feeding the media frenzy which glories in man made tragedy http://www. snopes.com/politics/guns/ newtown.asp … …,,,,280289324522684416,https://twitter.com/Celine_Kiernan/status/280289324522684416
Lucia_Benavente,2012-12-16 09:02,0,0,'Información errónea en los medios' (Teniente Vance) #SandyHook #Connecticut,,,#SandyHook #Connecticut,280357123249020929,https://twitter.com/Lucia_Benavente/status/280357123249020929
hopes4humanity,2012-12-19 14:18,0,0,Adam Lanza : Connecticut School Shooting Suspect Reportedly Killed Both Parents http://www. inquisitr.com/438753/adam-la nza-connecticut-school-shooting-suspect-reportedly-killed-both-parents/ … via @theinquisitr,,@theinquisitr,,281523996531511296,https://twitter.com/hopes4humanity/status/281523996531511296
WebVitals,2012-12-16 12:23,0,0,‘I Am Adam Lanza ’s Mother’ Post Sparks Intense Online Discussion http:// ow.ly/2tMr0U,,,,280407783021613056,https://twitter.com/WebVitals/status/280407783021613056
MargieBird,2012-12-14 14:47,1,0,Resilience helps us manage awful life events http:// bit.ly/kcxGCX #CTshooting #Newtown #SandyHook,,,#CTshooting #Newtown #SandyHook,279719312950972416,https://twitter.com/MargieBird/status/279719312950972416
nousie,2012-12-14 12:41,0,0,"I am horrified and incredibly sad and I really, really frickin' wish we had time to grieve before politics was brought into it. #SandyHook",,,#SandyHook,279687624300572672,https://twitter.com/nousie/status/279687624300572672
DamaKidrauhl,2012-12-15 02:07,0,0,#PrayForNewton,,,#PrayForNewton,279890500700475392,https://twitter.com/DamaKidrauhl/status/279890500700475392
NYPolJunkie,2014-05-27 15:06,0,0,"Bois: Hey Feminists, Elliot Rodger Killed More Men Than Women! | Truth Revolt: http://www. truthrevolt.org/commentary/boi s-hey-feminists-elliot-rodger-killed-more-men-women#.U4UMT5k2hmQ.twitter …",,,#,471412170689748993,https://twitter.com/NYPolJunkie/status/471412170689748993
iPad_iPhone_n,2014-05-27 07:43,0,0,Rap Genius Drops Co-Founder Following Elliot Rodger Manifesto Annotations http:// bit.ly/1opzrlY,,,,471300737717518336,https://twitter.com/iPad_iPhone_n/status/471300737717518336
rddw4282,2014-05-26 14:18,0,0,The 'Twisted World' of Elliot Rodger http://www. americanthinker.com/2014/05/the_tw isted_world_of_elliot_rodger.html …,,,,471037735818788866,https://twitter.com/rddw4282/status/471037735818788866
ATluecxk,2014-05-26 11:16,0,0,"READ THIS: ' Elliot Rodger : not all men hate women - but if one does, that's enough' http:// wp.me/p2Jhld-7B via @wordpressdotcom",,@wordpressdotcom,,470991826871021568,https://twitter.com/ATluecxk/status/470991826871021568
HealthSociety,2014-05-26 08:17,0,0,Elliot Rodger Sparks New Call for Mental Health Bill - Roll Call (blog) http:// bit.ly/RsXC4c,,,,470946925961678848,https://twitter.com/HealthSociety/status/470946925961678848
NormGregory,2014-05-26 14:31,0,0,Elliot Rodger : Portrait of a Lonely Outcast Obsessed With Status • http:// on.mash.to/1k9wuhs pic.twitter.com/eNMGzWGKaO,,,,471040856695529472,https://twitter.com/NormGregory/status/471040856695529472
MisesNews,2014-05-27 21:33,0,0,Michael Savage on Psycho Killer Elliot Rodger - 5/27/14 http:// fb.me/2mK68Ul1h,,,,471509472473395200,https://twitter.com/MisesNews/status/471509472473395200
ambilynathan,2014-05-29 04:47,0,0,Did Elliot Rodger ’s Therapists Fail? http:// ift.tt/1tjzjSE #examinet,,,#examinet,471981147065700352,https://twitter.com/ambilynathan/status/471981147065700352
misshermona,2014-05-26 14:26,1,0,why does all of the school massacres appear in america all the time #SantaBarbaraShooting #praying4them,,,#SantaBarbaraShooting #praying4them,471039633758121984,https://twitter.com/misshermona/status/471039633758121984
albillspencer,2014-05-25 09:20,0,0,"""He was handsome in a way, and a student at a sexy, sun-drenched school..."" @ezraklein 's musings abt #ElliotRodger http:// youtu.be/xB31_P63-ng",,@ezraklein,#ElliotRodger,470600290450673664,https://twitter.com/albillspencer/status/470600290450673664
InternetShare,2014-05-24 15:34,0,0,The Disturbing Internet Footprint Of Santa Barbara Shooter Elliot Rodger - Forbes http:// dlvr.it/5mVrJn,,,,470331934841634816,https://twitter.com/InternetShare/status/470331934841634816
tobreakthenews,2014-05-26 14:05,0,0,"General Motors recalls another 2.4 million over Obama makes surprise visit to rise, official says Elliot Rodger before Friday's deadly ra...",,,,471034487682236416,https://twitter.com/tobreakthenews/status/471034487682236416
iamacraftyone,2014-05-29 08:15,0,0,How Seth Rogen proved Ann Hornaday’s point about Elliot Rodger http://www. salon.com/2014/05/27/how _seth_rogen_proved_ann_hornadays_point_about_elliot_rodger/ … via @Salon,,@Salon,,472033402216931328,https://twitter.com/iamacraftyone/status/472033402216931328
USRadioNews,2014-05-26 14:35,0,0,"Thwarted in his plan, California gunman improvised - GOLETA, Calif. - Elliot Rodger pounded on the sorority house... http:// j.mp/TLdf9n",,,,471041977035677697,https://twitter.com/USRadioNews/status/471041977035677697
OneNewsPage_US,2014-05-26 11:48,0,0,CA Republican Sent Out Pro-Gun Robocall One Day After UCSB Shooting: The day after 22-year-old * Elliot Rodger * went.. http://www. onenewspage.us/n/Entertainmen t/750fzzkrt/CA-Republican-Sent-Out-Pro-Gun-Robocall-One.htm …,,,,470999891695894530,https://twitter.com/OneNewsPage_US/status/470999891695894530
polonais,2014-05-27 22:12,0,0,"In today's episode of #fat guy #comics , fguy smashes the #patriarchy & comments on #ElliotRodger . full comic here: http:// fat.invenus.net/2014/05/27/my- god/ …",,,#fat #comics #patriarchy #ElliotRodger,471519388823068672,https://twitter.com/polonais/status/471519388823068672
susiesusee,2014-05-27 07:50,0,0,Seth Rogen BLASTS Journalist Who Linked Him to Elliot Rodger http:// bit.ly/1h93Tyy #senihiburan,,,#senihiburan,471302477217026049,https://twitter.com/susiesusee/status/471302477217026049
__JSTN,2014-05-24 08:45,0,0,I liked a @YouTube video http:// youtu.be/sbv5Vpa-B-0?a Elliot Rodger 's Retribution,,@YouTube,,470229006973812736,https://twitter.com/__JSTN/status/470229006973812736
DAM823,2014-05-27 16:06,0,0,@nypost irresponsible journalism on your cover today. Victims' families deserve better #disgrace #SantaBarbaraShooting,,@nypost,#disgrace #SantaBarbaraShooting,471427368565747713,https://twitter.com/DAM823/status/471427368565747713
_moiseslopez94,2014-05-28 11:01,0,0,Elliot Rodger y su venganza contra la humanidad!,,,,471712887942033409,https://twitter.com/_moiseslopez94/status/471712887942033409
JaclynArcher,2014-05-27 14:47,0,0,"Nothing to do, or nothing we want to do? #SantaBarbaraShooting http://www. theonion.com/articles/no-wa y-to-prevent-this-says-only-nation-where-this,36131/?utm_source=Facebook&utm_medium=SocialMarketing&utm_campaign=LinkPreview:1:Default …",,,#SantaBarbaraShooting,471407488265236480,https://twitter.com/JaclynArcher/status/471407488265236480
Lovmyl,2014-05-24 14:36,0,0,#LoveMyL 'Son of Hunger Games assistant director' Elliot Rodger suspected of killing six - Telegraph.co.... http:// bit.ly/1jJyfq7,,,#LoveMyL,470317482826141697,https://twitter.com/Lovmyl/status/470317482826141697
news_skewed,2014-05-25 08:45,0,0,"elliot rodger planned his attacks in a manifesto, citing rejection and loneliness as a motive. the serial killer always gets the girl.",,,,470591465249570816,https://twitter.com/news_skewed/status/470591465249570816
dailydot,2014-05-28 08:34,4,2,#YesAllWomen shows that @EverydaySexism doesn't end with #ElliotRodger : http:// bit.ly/1lR0Qa3 (by @sondosia ),,@EverydaySexism @sondosia,#YesAllWomen #ElliotRodger,471675775309996032,https://twitter.com/dailydot/status/471675775309996032
samibanban,2014-05-27 07:27,0,0,"White guy killer syndrome: Elliot Rodger ’s deadly, privileged rage http://www. salon.com/2014/05/27/whi te_guy_killer_syndrome_elliot_rodgers_deadly_privileged_rage/ … via @Salon",,@Salon,,471296704826720256,https://twitter.com/samibanban/status/471296704826720256
LATimesCityGov,2014-05-28 11:17,0,0,Coverage of Elliot Rodger stirs debate after Isla Vista rampage http:// fw.to/wiNa9EI,,,,471716841300045824,https://twitter.com/LATimesCityGov/status/471716841300045824
blake082086,2014-05-27 10:59,0,0,"Alan Roger Currie: "" Elliot Rodger was a 'Mode Four' Misogynist"" http:// lnkd.in/bATnG-X",,,,471349999490838529,https://twitter.com/blake082086/status/471349999490838529
StarsNScreen,2014-05-28 09:45,0,0,Simon Astaire and Elliot Rodger in @peoplemag . http:// peoplem.ag/xlZq1,,@peoplemag,,471693651312005120,https://twitter.com/StarsNScreen/status/471693651312005120
lettywho1,2014-05-27 11:55,0,0,#Osama #ElliotRodger @WhiteHouse : MT: We eliminated Osama bin Laden & prevented #Afghanistan from being used to attack our homeland. #Obama,,@WhiteHouse,#Osama #ElliotRodger #Afghanistan #Obama,471364006729777152,https://twitter.com/lettywho1/status/471364006729777152
sadijagure,2014-05-25 16:18,0,0,oh my god how did i just hear about Elliot Rodger lol white people are so.... killing people because you never had sex or a girlfriend.....,,,,470705458358272000,https://twitter.com/sadijagure/status/470705458358272000
evajohnstonn,2014-05-24 14:06,0,0,i will guillotine anybody trying to defend elliot rodger,,,,470310005183221760,https://twitter.com/evajohnstonn/status/470310005183221760
SmythRadio,2014-05-24 14:48,0,0,I liked a @YouTube video from @smythradio http:// youtu.be/K1RB6yhEUbw?a RAW Elliot Rodger 's Retribution Elliot Rodgers Retribution Elliot,,@YouTube @smythradio,,470320548191293440,https://twitter.com/SmythRadio/status/470320548191293440
Enrique__Fans,2014-05-25 11:36,0,0,Surveillance Footage Shows Moment When Santa Barbara Killer Elliot Rodger Opens Fire In Deli. 140-Page Manifesto... http:// dlvr.it/5mtdkl,,,,470634490746769408,https://twitter.com/Enrique__Fans/status/470634490746769408
WakaFlockaFans3,2014-05-28 07:39,0,0,"Star Challenges 40 Glocc To Fight Again. Talks T.I. Vs. Floyd Mayweather Jr. Beef, Elliot Rodger Mass Shooting,... http:// dlvr.it/5pRLVv",,,,471662097852424194,https://twitter.com/WakaFlockaFans3/status/471662097852424194
hibaganta,2014-05-29 12:09,0,1,Was discussing @hoodedu article on #ElliotRodger w a male friend. Conclusion: we'll both stop feeling shy of being called feminists,,@hoodedu,#ElliotRodger,472092506096934913,https://twitter.com/hibaganta/status/472092506096934913
MissJenHart,2014-05-26 08:52,0,0,"Elliot Rodger , known as the Virgin Killer. I don't condone what he did but the media are now acting like being a virgin is a crime in itself",,,,470955587422130176,https://twitter.com/MissJenHart/status/470955587422130176
hargrovejones,2014-05-27 22:15,0,0,"Elliot Rodger , the Santa Barbra killer, provides a demonstration of what racial envy looks like: His words: (cont) http:// tl.gd/n_1s1u6j4",,,,471520084033163265,https://twitter.com/hargrovejones/status/471520084033163265
duediler,2014-05-27 08:12,0,1,I hesitate to share this horrible literature but it is imp to understand bipolar behavior: Elliot Rodger 's manifesto http://www. scribd.com/doc/226068735/ Manifesto-of-Elliot-Rodger …,,,,471307991103590400,https://twitter.com/duediler/status/471307991103590400
ElStache,2014-05-24 07:59,2,0,RT @GodSon83 : Last video made by Elliot Rodger before he murdered 7 on California college campus yesterday. http:// youtu.be/sbv5Vpa-B-0,,@GodSon83,,470217500341567488,https://twitter.com/ElStache/status/470217500341567488
abradere,2014-05-28 11:56,0,0,“@nilzc0kaine: This nigga elliot Rodger was a psycho. How you kill 6 people cus you're a virgin” did you watch his video? fucking sick.,,@nilzc0kaine,,471726740948398080,https://twitter.com/abradere/status/471726740948398080
_Knee,2014-05-27 14:27,0,1,Elliot Rodger is so pleb,,,,471402249370214400,https://twitter.com/_Knee/status/471402249370214400
news24hita,2014-05-25 08:03,0,0,": Elliot Rodger , l’autore della strage di Isla Vista (California), sognava «un mondo senza sesso, con punizio... http:// news24h.allnews24h.com/4jdw",,,,470580973013184514,https://twitter.com/news24hita/status/470580973013184514
GhostRiderRadio,2014-05-25 16:33,0,0,Frantic Parents of Shooting Suspect Elliot Rodger Raced to Isla Vista During Rampage http:// ow.ly/3kULCK #Crime #MentalHealth,,,#Crime #MentalHealth,470709263837708288,https://twitter.com/GhostRiderRadio/status/470709263837708288
JJ5000,2014-05-28 14:08,0,0,I liked a @YouTube video http:// youtu.be/HPFcspwbrq8?a ELLIOT RODGER : MORE THAN A MADMAN,,@YouTube,,471759993973116928,https://twitter.com/JJ5000/status/471759993973116928
VshineBiz,2014-05-25 11:46,0,0,Elliot Rodger : Portrait of a Lonely Outcast Obsessed With Status http:// ow.ly/2H8klA,,,,470636980100153344,https://twitter.com/VshineBiz/status/470636980100153344
CBrueyWFTV,2016-06-14 20:22,10,34,The @TimbersFC supporters group ( @timbersarmy ) showed their support of #Orlando tonight. #MLS #OrlandoStrong pic.twitter.com/JfKVpBDo17,,@TimbersFC @timbersarmy,#Orlando #MLS #OrlandoStrong,742920188048203777,https://twitter.com/CBrueyWFTV/status/742920188048203777
SandraJost8,2016-06-15 08:33,0,0,"News station says killer called during shooting: ""It's me. I am the shooter,"" Omar Mateen reportedly said to ... http:// cbsn.ws/1UUA6Xi",,,,743104025143345152,https://twitter.com/SandraJost8/status/743104025143345152
ThePantau,2016-06-15 04:46,0,1,Omar Mateen disagrees. https:// twitter.com/MZHemingway/st atuses/742800751118913536 …,,,,743047033746038784,https://twitter.com/ThePantau/status/743047033746038784
Joseangel713,2016-06-12 11:12,0,0,Praying for those in the orlando shooting sad day in history!!! How can ppl be so cruel to eachother #WeAreBetterThanThis #OrlandoStrong,,,#WeAreBetterThanThis #OrlandoStrong,742057054668361728,https://twitter.com/Joseangel713/status/742057054668361728
